Date,Customer_ID,Customer_name,Industry,Item_ID,Item_name,Quantity,Unit_price,Salesperson
2019/8/16,C011,Customer011,D,I003,Item003,4,141,James
2019/8/16,C016,Customer016,D,I004,Item004,1,385,James
2019/8/16,C191,Customer191,C,I004,Item004,6,385,John
2019/8/16,C308,Customer308,D,I005,Item005,1,135,James
2019/8/16,C307,Customer307,D,I005,Item005,2,135,James
2019/8/16,C005,Customer005,C,I003,Item003,2,165,John
2019/8/16,C124,Customer124,F,I004,Item004,1,385,Mary
2019/8/16,C147,Customer147,L,I004,Item004,1,360,David
2019/8/16,C147,Customer147,L,I002,Item002,10,136,David
2019/8/16,C172,Customer172,A,I001,Item001,1,120,James
2019/8/16,C666,Customer666,H,I001,Item001,2,115,Mary
2019/8/19,C079,Customer079,E,I005,Item005,2,140,John
2019/8/19,C005,Customer005,C,I003,Item003,5,165,John
2019/8/19,C108,Customer108,F,I004,Item004,1,395,Mary
2019/8/19,C147,Customer147,L,I003,Item003,2,141,David
2019/8/19,C145,Customer145,P,I005,Item005,2,140,Emily
2019/8/19,C147,Customer147,L,I002,Item002,2,136,David
2019/8/20,C743,Customer743,C,I001,Item001,1,120,John
2019/8/20,C248,Customer248,C,I004,Item004,2,385,John
2019/8/20,C004,Customer004,D,I005,Item005,15,133,James
2019/8/20,C004,Customer004,D,I001,Item001,15,115,James
2019/8/20,C017,Customer017,D,I005,Item005,75,135,James
2019/8/20,C094,Customer094,B,I005,Item005,3,140,Jessica
2019/8/20,C016,Customer016,D,I004,Item004,1,385,James
2019/8/20,C147,Customer147,L,I002,Item002,2,136,David
2019/8/20,C182,Customer182,S,I002,Item002,1,136,Jennifer
2019/8/21,C005,Customer005,C,I003,Item003,9,165,John
2019/8/21,C019,Customer019,I,I001,Item001,5,115,Jessica
2019/8/21,C016,Customer016,D,I004,Item004,1,385,James
2019/8/21,C147,Customer147,L,I002,Item002,5,136,David
2019/8/21,C147,Customer147,L,I003,Item003,3,141,David
2019/8/21,C147,Customer147,L,I004,Item004,2,360,David
2019/8/21,C147,Customer147,L,I005,Item005,2,130,David
2019/8/21,C147,Customer147,L,I004,Item004,1,360,David
2019/8/21,C147,Customer147,L,I002,Item002,10,136,David
2019/8/22,C003,Customer003,C,I002,Item002,13,136,John
2019/8/22,C003,Customer003,C,I002,Item002,11,136,John
2019/8/22,C003,Customer003,C,I003,Item003,5,141,John
2019/8/22,C003,Customer003,C,I003,Item003,3,141,John
2019/8/22,C003,Customer003,C,I003,Item003,1,141,John
2019/8/22,C125,Customer125,D,I004,Item004,4,385,James
2019/8/22,C004,Customer004,D,I005,Item005,15,133,James
2019/8/22,C450,Customer450,O,I005,Item005,15,135,David
2019/8/22,C147,Customer147,L,I004,Item004,1,360,David
2019/8/22,C147,Customer147,L,I003,Item003,7,141,David
2019/8/29,C005,Customer005,C,I003,Item003,7,165,John
2019/8/29,C147,Customer147,L,I004,Item004,1,360,David
2019/8/29,C147,Customer147,L,I002,Item002,2,136,David
2019/8/30,C003,Customer003,C,I003,Item003,3,141,John
2019/8/30,C003,Customer003,C,I002,Item002,3,136,John
2019/8/30,C307,Customer307,D,I005,Item005,1,135,James
2019/8/30,C308,Customer308,D,I005,Item005,1,135,James
2019/8/30,C004,Customer004,D,I004,Item004,2,385,James
2019/8/30,C108,Customer108,F,I004,Item004,1,395,Mary
2019/8/30,C618,Customer618,B,I001,Item001,4,120,Jessica
2019/8/30,C125,Customer125,D,I002,Item002,5,150,James
2019/8/30,C147,Customer147,L,I004,Item004,1,360,David
2019/8/30,C147,Customer147,L,I002,Item002,2,136,David
2019/9/2,C003,Customer003,C,I002,Item002,13,136,John
2019/9/2,C003,Customer003,C,I003,Item003,5,141,John
2019/9/2,C005,Customer005,C,I003,Item003,4,165,John
2019/9/2,C148,Customer148,F,I005,Item005,1,140,Mary
2019/9/2,C094,Customer094,B,I005,Item005,15,135,Jessica
2019/9/2,C147,Customer147,L,I003,Item003,7,141,David
2019/9/2,C147,Customer147,L,I005,Item005,3,130,David
2019/9/2,C647,Customer647,P,I003,Item003,1,165,Emily
2019/9/3,C004,Customer004,D,I005,Item005,45,133,James
2019/9/3,C790,Customer790,H,I002,Item002,4,160,Mary
2019/9/3,C436,Customer436,B,I001,Item001,1,120,Jessica
2019/9/3,C125,Customer125,D,I004,Item004,2,385,James
2019/9/4,C005,Customer005,C,I003,Item003,4,165,John
2019/9/4,C790,Customer790,H,I002,Item002,6,160,Mary
2019/9/4,C790,Customer790,H,I002,Item002,1,160,Mary
2019/9/4,C017,Customer017,D,I005,Item005,15,135,James
2019/9/4,C017,Customer017,D,I001,Item001,6,120,James
2019/9/4,C147,Customer147,L,I002,Item002,4,136,David
2019/9/4,C147,Customer147,L,I003,Item003,3,141,David
2019/9/5,C004,Customer004,D,I005,Item005,30,133,James
2019/9/5,C131,Customer131,F,I004,Item004,1,395,Mary
2019/9/5,C147,Customer147,L,I004,Item004,1,360,David
2019/9/5,C147,Customer147,L,I002,Item002,1,136,David
2019/9/6,C003,Customer003,C,I002,Item002,13,136,John
2019/9/6,C003,Customer003,C,I003,Item003,4,141,John
2019/9/6,C005,Customer005,C,I003,Item003,5,165,John
2019/9/6,C307,Customer307,D,I005,Item005,2,135,James
2019/9/6,C430,Customer430,A,I005,Item005,2,140,James
2019/9/6,C017,Customer017,D,I005,Item005,15,135,James
2019/9/6,C147,Customer147,L,I005,Item005,2,130,David
2019/9/6,C147,Customer147,L,I002,Item002,6,136,David
2019/9/6,C392,Customer392,C,I002,Item002,2,160,John
2019/9/6,C827,Customer827,O,I001,Item001,2,115,David
2019/9/9,C004,Customer004,D,I005,Item005,15,133,James
2019/9/9,C005,Customer005,C,I003,Item003,5,165,John
2019/9/9,C250,Customer250,D,I001,Item001,2,120,James
2019/9/9,C263,Customer263,E,I005,Item005,2,135,John
2019/9/9,C647,Customer647,P,I003,Item003,2,165,Emily
2019/9/10,C003,Customer003,C,I002,Item002,15,136,John
2019/9/10,C003,Customer003,C,I003,Item003,5,141,John
2019/9/10,C003,Customer003,C,I002,Item002,3,136,John
2019/9/10,C003,Customer003,C,I003,Item003,2,141,John
2019/9/10,C016,Customer016,D,I001,Item001,2,115,James
2019/9/10,C145,Customer145,P,I005,Item005,1,140,Emily
2019/9/10,C147,Customer147,L,I002,Item002,1,136,David
2019/9/10,C817,Customer817,G,I001,Item001,1,120,James
2019/9/11,C004,Customer004,D,I005,Item005,45,133,James
2019/9/11,C005,Customer005,C,I003,Item003,5,165,John
2019/9/11,C147,Customer147,L,I003,Item003,2,141,David
2019/9/11,C147,Customer147,L,I003,Item003,7,141,David
2019/9/12,C853,Customer853,S,I002,Item002,1,160,Jennifer
2019/9/12,C209,Customer209,F,I005,Item005,2,140,Mary
2019/9/12,C017,Customer017,D,I005,Item005,15,135,James
2019/9/12,C017,Customer017,D,I001,Item001,6,120,James
2019/9/12,C147,Customer147,L,I002,Item002,1,136,David
2019/9/12,C108,Customer108,F,I004,Item004,1,395,Mary
2019/9/13,C003,Customer003,C,I002,Item002,4,136,John
2019/9/13,C003,Customer003,C,I003,Item003,3,141,John
2019/9/13,C003,Customer003,C,I003,Item003,1,141,John
2019/9/13,C005,Customer005,C,I003,Item003,6,165,John
2019/9/13,C264,Customer264,D,I003,Item003,1,165,James
2019/9/13,C264,Customer264,D,I002,Item002,1,160,James
2019/9/13,C131,Customer131,F,I004,Item004,1,395,Mary
2019/9/13,C264,Customer264,D,I005,Item005,2,140,James
2019/9/13,C004,Customer004,D,I005,Item005,15,133,James
2019/9/13,C125,Customer125,D,I004,Item004,3,385,James
2019/9/13,C147,Customer147,L,I002,Item002,10,136,David
2019/9/16,C053,Customer053,N,I005,Item005,15,130,Michael
2019/9/16,C216,Customer216,A,I001,Item001,2,150,James
2019/9/16,C430,Customer430,A,I005,Item005,2,140,James
2019/9/16,C618,Customer618,B,I001,Item001,3,120,Jessica
2019/9/16,C148,Customer148,F,I005,Item005,1,140,Mary
2019/9/16,C147,Customer147,L,I005,Item005,3,130,David
2019/9/16,C154,Customer154,L,I001,Item001,1,110,David
2019/9/17,C147,Customer147,L,I003,Item003,4,141,David
2019/9/17,C015,Customer015,H,I005,Item005,15,125,Mary
2019/9/17,C005,Customer005,C,I003,Item003,2,165,John
2019/9/17,C084,Customer084,D,I005,Item005,2,135,James
2019/9/17,C147,Customer147,L,I002,Item002,2,136,David
2019/9/18,C005,Customer005,C,I003,Item003,5,165,John
2019/9/18,C003,Customer003,C,I003,Item003,2,141,John
2019/9/18,C003,Customer003,C,I002,Item002,2,136,John
2019/9/18,C147,Customer147,L,I004,Item004,1,360,David
2019/9/18,C147,Customer147,L,I002,Item002,4,136,David
2019/9/18,C147,Customer147,L,I003,Item003,2,141,David
2019/9/19,C131,Customer131,F,I004,Item004,1,395,Mary
2019/9/19,C647,Customer647,P,I003,Item003,1,165,Emily
2019/9/19,C325,Customer325,C,I002,Item002,9,136,John
2019/9/20,C005,Customer005,C,I003,Item003,3,165,John
2019/9/20,C308,Customer308,D,I005,Item005,2,135,James
2019/9/20,C858,Customer858,N,I005,Item005,1,130,Michael
2019/9/20,C003,Customer003,C,I002,Item002,4,136,John
2019/9/20,C003,Customer003,C,I003,Item003,1,141,John
2019/9/20,C125,Customer125,D,I004,Item004,3,385,James
2019/9/20,C017,Customer017,D,I005,Item005,30,135,James
2019/9/20,C017,Customer017,D,I001,Item001,9,120,James
2019/9/20,C147,Customer147,L,I002,Item002,10,136,David
2019/9/20,C147,Customer147,L,I004,Item004,1,360,David
2019/9/23,C004,Customer004,D,I005,Item005,15,133,James
2019/9/23,C005,Customer005,C,I003,Item003,5,165,John
2019/9/23,C147,Customer147,L,I002,Item002,1,136,David
2019/9/23,C392,Customer392,C,I002,Item002,2,160,John
2019/9/23,C147,Customer147,L,I003,Item003,8,141,David
2019/9/24,C003,Customer003,C,I002,Item002,14,136,John
2019/9/24,C003,Customer003,C,I003,Item003,5,141,John
2019/9/24,C004,Customer004,D,I004,Item004,2,385,James
2019/9/25,C003,Customer003,C,I002,Item002,3,136,John
2019/9/25,C003,Customer003,C,I003,Item003,1,141,John
2019/9/25,C005,Customer005,C,I003,Item003,5,165,John
2019/9/25,C017,Customer017,D,I001,Item001,12,120,James
2019/9/25,C858,Customer858,N,I005,Item005,30,130,Michael
2019/9/25,C430,Customer430,A,I005,Item005,2,140,James
2019/9/25,C147,Customer147,L,I003,Item003,2,141,David
2019/9/26,C004,Customer004,D,I005,Item005,15,133,James
2019/9/26,C005,Customer005,C,I003,Item003,6,165,John
2019/9/26,C125,Customer125,D,I004,Item004,3,385,James
2019/9/26,C147,Customer147,L,I004,Item004,2,360,David
2019/9/26,C147,Customer147,L,I002,Item002,9,136,David
2019/9/26,C147,Customer147,L,I002,Item002,1,136,David
2019/9/30,C004,Customer004,D,I005,Item005,30,133,James
2019/9/30,C361,Customer361,P,I005,Item005,5,135,Emily
2019/9/30,C005,Customer005,C,I003,Item003,5,165,John
2019/9/30,C743,Customer743,C,I001,Item001,1,120,John
2019/9/30,C121,Customer121,F,I001,Item001,1,120,Mary
2019/9/30,C125,Customer125,D,I004,Item004,3,385,James
2019/9/30,C147,Customer147,L,I002,Item002,2,136,David
2019/9/30,C147,Customer147,L,I003,Item003,1,141,David
2019/10/1,C013,Customer013,F,I004,Item004,3,385,Mary
2019/10/1,C147,Customer147,L,I003,Item003,8,141,David
2019/10/1,C147,Customer147,L,I005,Item005,4,130,David
2019/10/1,C647,Customer647,P,I003,Item003,1,165,Emily
2019/10/2,C015,Customer015,H,I004,Item004,6,385,Mary
2019/10/2,C015,Customer015,H,I001,Item001,3,115,Mary
2019/10/2,C004,Customer004,D,I005,Item005,60,133,James
2019/10/2,C005,Customer005,C,I003,Item003,5,165,John
2019/10/2,C751,Customer751,S,I002,Item002,1,160,Jennifer
2019/10/2,C662,Customer662,J,I001,Item001,3,120,Jessica
2019/10/2,C495,Customer495,U,I005,Item005,15,135,Jessica
2019/10/2,C430,Customer430,A,I005,Item005,1,140,James
2019/10/2,C148,Customer148,F,I005,Item005,1,140,Mary
2019/10/2,C147,Customer147,L,I002,Item002,3,136,David
2019/10/2,C147,Customer147,L,I003,Item003,2,141,David
2019/10/2,C315,Customer315,E,I005,Item005,2,140,John
2019/10/3,C178,Customer178,C,I005,Item005,3,140,John
2019/10/3,C853,Customer853,S,I001,Item001,1,120,Jennifer
2019/10/3,C011,Customer011,D,I002,Item002,33,136,James
2019/10/3,C011,Customer011,D,I003,Item003,2,141,James
2019/10/3,C424,Customer424,D,I001,Item001,1,120,James
2019/10/3,C017,Customer017,D,I001,Item001,9,120,James
2019/10/3,C147,Customer147,L,I003,Item003,1,141,David
2019/10/4,C003,Customer003,C,I002,Item002,13,136,John
2019/10/4,C003,Customer003,C,I003,Item003,5,141,John
2019/10/4,C005,Customer005,C,I003,Item003,2,165,John
2019/10/4,C263,Customer263,E,I005,Item005,2,135,John
2019/10/4,C125,Customer125,D,I004,Item004,4,385,James
2019/10/4,C264,Customer264,D,I005,Item005,3,140,James
2019/10/4,C110,Customer110,E,I005,Item005,2,140,John
2019/10/4,C147,Customer147,L,I002,Item002,10,136,David
2019/10/4,C147,Customer147,L,I004,Item004,1,360,David
2019/10/7,C307,Customer307,D,I005,Item005,1,135,James
2019/10/7,C154,Customer154,L,I005,Item005,2,130,David
2019/10/7,C618,Customer618,B,I001,Item001,3,120,Jessica
2019/10/7,C005,Customer005,C,I003,Item003,5,165,John
2019/10/7,C145,Customer145,P,I005,Item005,1,140,Emily
2019/10/7,C147,Customer147,L,I004,Item004,4,360,David
2019/10/7,C147,Customer147,L,I003,Item003,8,141,David
2019/10/7,C147,Customer147,L,I002,Item002,3,136,David
2019/10/7,C759,Customer759,D,I002,Item002,6,145,James
2019/10/7,C064,Customer064,S,I001,Item001,1,120,Jennifer
2019/10/8,C003,Customer003,C,I003,Item003,1,141,John
2019/10/8,C003,Customer003,C,I002,Item002,1,136,John
2019/10/8,C017,Customer017,D,I005,Item005,45,135,James
2019/10/8,C044,Customer044,D,I002,Item002,1,140,James
2019/10/8,C430,Customer430,A,I005,Item005,3,140,James
2019/10/8,C147,Customer147,L,I003,Item003,5,141,David
2019/10/9,C005,Customer005,C,I003,Item003,5,165,John
2019/10/9,C228,Customer228,D,I002,Item002,27,136,James
2019/10/9,C250,Customer250,D,I001,Item001,1,120,James
2019/10/9,C147,Customer147,L,I003,Item003,2,141,David
2019/10/9,C147,Customer147,L,I002,Item002,4,136,David
2019/10/9,C147,Customer147,L,I003,Item003,1,141,David
2019/10/9,C392,Customer392,C,I002,Item002,2,160,John
2019/10/10,C004,Customer004,D,I004,Item004,4,385,James
2019/10/10,C228,Customer228,D,I002,Item002,117,136,James
2019/10/10,C003,Customer003,C,I003,Item003,3,141,John
2019/10/10,C003,Customer003,C,I002,Item002,3,136,John
2019/10/10,C263,Customer263,E,I005,Item005,2,135,John
2019/10/10,C147,Customer147,L,I003,Item003,8,141,David
2019/10/10,C147,Customer147,L,I002,Item002,1,136,David
2019/10/11,C005,Customer005,C,I003,Item003,6,165,John
2019/10/11,C524,Customer524,B,I005,Item005,1,140,Jessica
2019/10/11,C307,Customer307,D,I005,Item005,1,135,James
2019/10/11,C017,Customer017,D,I005,Item005,30,135,James
2019/10/11,C044,Customer044,D,I002,Item002,3,140,James
2019/10/11,C125,Customer125,D,I004,Item004,4,385,James
2019/10/11,C147,Customer147,L,I004,Item004,1,360,David
2019/10/11,C147,Customer147,L,I002,Item002,9,136,David
2019/10/14,C325,Customer325,C,I002,Item002,5,136,John
2019/10/14,C005,Customer005,C,I003,Item003,5,165,John
2019/10/14,C154,Customer154,L,I005,Item005,15,130,David
2019/10/14,C147,Customer147,L,I005,Item005,5,130,David
2019/10/14,C556,Customer556,N,I001,Item001,1,110,Michael
2019/10/15,C003,Customer003,C,I003,Item003,2,141,John
2019/10/15,C003,Customer003,C,I002,Item002,2,136,John
2019/10/15,C315,Customer315,E,I005,Item005,1,140,John
2019/10/15,C148,Customer148,F,I005,Item005,1,140,Mary
2019/10/15,C147,Customer147,L,I004,Item004,1,360,David
2019/10/15,C147,Customer147,L,I003,Item003,8,141,David
2019/10/15,C647,Customer647,P,I003,Item003,2,165,Emily
2019/10/16,C004,Customer004,D,I004,Item004,10,385,James
2019/10/16,C005,Customer005,C,I003,Item003,5,165,John
2019/10/16,C147,Customer147,L,I003,Item003,2,141,David
2019/10/16,C147,Customer147,L,I002,Item002,2,136,David
2019/10/17,C015,Customer015,H,I004,Item004,4,385,Mary
2019/10/17,C011,Customer011,D,I002,Item002,35,136,James
2019/10/17,C011,Customer011,D,I003,Item003,5,141,James
2019/10/17,C147,Customer147,L,I004,Item004,2,360,David
2019/10/17,C978,Customer978,K,I005,Item005,1,140,Jennifer
2019/10/17,C147,Customer147,L,I002,Item002,1,136,David
2019/10/18,C004,Customer004,D,I004,Item004,4,385,James
2019/10/18,C005,Customer005,C,I003,Item003,4,165,John
2019/10/18,C003,Customer003,C,I002,Item002,13,136,John
2019/10/18,C003,Customer003,C,I003,Item003,3,141,John
2019/10/18,C066,Customer066,S,I005,Item005,1,140,Jennifer
2019/10/18,C125,Customer125,D,I004,Item004,4,385,James
2019/10/18,C148,Customer148,F,I005,Item005,1,140,Mary
2019/10/18,C147,Customer147,L,I004,Item004,1,360,David
2019/10/21,C325,Customer325,C,I002,Item002,18,136,John
2019/10/21,C003,Customer003,C,I003,Item003,2,141,John
2019/10/21,C790,Customer790,H,I001,Item001,3,120,Mary
2019/10/21,C005,Customer005,C,I003,Item003,5,165,John
2019/10/21,C147,Customer147,L,I002,Item002,8,136,David
2019/10/21,C147,Customer147,L,I003,Item003,6,141,David
2019/10/21,C147,Customer147,L,I004,Item004,1,360,David
2019/10/22,C228,Customer228,D,I003,Item003,2,141,James
2019/10/22,C302,Customer302,L,I002,Item002,1,145,David
2019/10/22,C430,Customer430,A,I005,Item005,2,140,James
2019/10/22,C264,Customer264,D,I005,Item005,2,140,James
2019/10/22,C147,Customer147,L,I002,Item002,7,136,David
2019/10/22,C147,Customer147,L,I003,Item003,2,141,David
2019/10/22,C147,Customer147,L,I002,Item002,4,136,David
2019/10/23,C005,Customer005,C,I003,Item003,5,165,John
2019/10/23,C147,Customer147,L,I001,Item001,1,110,David
2019/10/24,C999,Customer999,K,I005,Item005,1,140,Jennifer
2019/10/24,C999,Customer999,K,I001,Item001,1,120,Jennifer
2019/10/24,C081,Customer081,L,I004,Item004,1,375,David
2019/10/24,C108,Customer108,F,I004,Item004,1,395,Mary
2019/10/24,C147,Customer147,L,I004,Item004,2,360,David
2019/10/24,C147,Customer147,L,I002,Item002,2,136,David
2019/10/25,C011,Customer011,D,I002,Item002,37,136,James
2019/10/25,C011,Customer011,D,I003,Item003,4,141,James
2019/10/25,C003,Customer003,C,I002,Item002,12,136,John
2019/10/25,C003,Customer003,C,I003,Item003,3,141,John
2019/10/25,C618,Customer618,B,I001,Item001,3,120,Jessica
2019/10/25,C125,Customer125,D,I004,Item004,4,385,James
2019/10/25,C148,Customer148,F,I005,Item005,1,140,Mary
2019/10/25,C017,Customer017,D,I005,Item005,30,135,James
2019/10/25,C147,Customer147,L,I002,Item002,12,136,David
2019/10/25,C003,Customer003,C,I002,Item002,12,136,John
2019/10/28,C325,Customer325,C,I002,Item002,12,136,John
2019/10/28,C003,Customer003,C,I002,Item002,13,136,John
2019/10/28,C003,Customer003,C,I003,Item003,5,141,John
2019/10/28,C932,Customer932,T,I005,Item005,15,135,Sarah
2019/10/28,C005,Customer005,C,I003,Item003,5,165,John
2019/10/28,C147,Customer147,L,I003,Item003,9,141,David
2019/10/28,C147,Customer147,L,I005,Item005,4,130,David
2019/10/28,C147,Customer147,L,I003,Item003,2,141,David
2019/10/29,C981,Customer981,E,I001,Item001,1,120,Sarah
2019/10/29,C147,Customer147,L,I003,Item003,1,141,David
2019/10/29,C147,Customer147,L,I004,Item004,1,360,David
2019/10/30,C005,Customer005,C,I003,Item003,2,165,John
2019/10/30,C325,Customer325,C,I002,Item002,6,136,John
2019/10/30,C004,Customer004,D,I004,Item004,3,385,James
2019/10/30,C196,Customer196,D,I004,Item004,2,380,James
2019/10/30,C430,Customer430,A,I005,Item005,1,140,James
2019/10/30,C263,Customer263,E,I005,Item005,3,135,John
2019/10/30,C125,Customer125,D,I004,Item004,4,385,James
2019/10/30,C494,Customer494,P,I005,Item005,2,135,Emily
2019/10/30,C147,Customer147,L,I002,Item002,5,136,David
2019/11/1,C005,Customer005,C,I003,Item003,6,165,John
2019/11/1,C751,Customer751,S,I003,Item003,1,165,Jennifer
2019/11/1,C325,Customer325,C,I002,Item002,6,136,John
2019/11/1,C017,Customer017,D,I001,Item001,6,120,James
2019/11/1,C147,Customer147,L,I002,Item002,10,136,David
2019/11/1,C392,Customer392,C,I002,Item002,2,160,John
2019/11/4,C325,Customer325,C,I002,Item002,18,136,John
2019/11/4,C250,Customer250,D,I004,Item004,1,395,James
2019/11/4,C004,Customer004,D,I004,Item004,1,385,James
2019/11/4,C005,Customer005,C,I003,Item003,3,165,John
2019/11/4,C147,Customer147,L,I003,Item003,7,141,David
2019/11/4,C147,Customer147,L,I004,Item004,1,360,David
2019/11/5,C003,Customer003,C,I002,Item002,13,136,John
2019/11/5,C003,Customer003,C,I003,Item003,5,141,John
2019/11/5,C004,Customer004,D,I005,Item005,15,133,James
2019/11/5,C017,Customer017,D,I005,Item005,15,135,James
2019/11/6,C015,Customer015,H,I001,Item001,6,115,Mary
2019/11/6,C005,Customer005,C,I003,Item003,5,165,John
2019/11/6,C013,Customer013,F,I004,Item004,4,385,Mary
2019/11/6,C011,Customer011,D,I002,Item002,34,136,James
2019/11/6,C011,Customer011,D,I003,Item003,3,141,James
2019/11/6,C145,Customer145,P,I005,Item005,2,140,Emily
2019/11/6,C148,Customer148,F,I005,Item005,1,140,Mary
2019/11/6,C147,Customer147,L,I003,Item003,2,141,David
2019/11/6,C147,Customer147,L,I004,Item004,3,360,David
2019/11/7,C003,Customer003,C,I003,Item003,3,141,John
2019/11/7,C003,Customer003,C,I002,Item002,3,136,John
2019/11/7,C147,Customer147,L,I004,Item004,2,360,David
2019/11/8,C005,Customer005,C,I003,Item003,2,165,John
2019/11/8,C004,Customer004,D,I004,Item004,5,385,James
2019/11/8,C307,Customer307,D,I005,Item005,1,135,James
2019/11/8,C166,Customer166,E,I004,Item004,1,395,John
2019/11/8,C147,Customer147,L,I003,Item003,7,141,David
2019/11/8,C147,Customer147,L,I002,Item002,5,136,David
2019/11/11,C308,Customer308,D,I005,Item005,2,135,James
2019/11/11,C325,Customer325,C,I002,Item002,15,136,John
2019/11/11,C594,Customer594,C,I004,Item004,1,385,John
2019/11/11,C120,Customer120,P,I005,Item005,15,135,Emily
2019/11/11,C430,Customer430,A,I005,Item005,1,140,James
2019/11/11,C005,Customer005,C,I003,Item003,5,165,John
